Lead Origin,Lead Source,Do Not Email,Do Not Call,Converted,Total Time Spent on Website,Page Views Per Visit,Last Activity,Country,Specialization,What is your current occupation,What matters most to you in choosing a course,Search,Magazine,Newspaper Article,X Education Forums,Newspaper,Digital Advertisement,Through Recommendations,Receive More Updates About Our Courses,Update me on Supply Chain Content,Get updates on DM Content,I agree to pay the amount through cheque,A free copy of Mastering The Interview
1,1,No,No,1,95,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1376,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,1677,2.09,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,908,1.67,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,934,2.5,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,961,2.0,4,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1328,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1728,5.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1713,3.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,393,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1279,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,99,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1421,5.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,830,2.4,3,10,3,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1027,5.0,1,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1757,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1873,1.5,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,281,2.0,3,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,262,8.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,45,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,3,2.5,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,264,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,133,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,354,3.0,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,740,2.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,297,55.0,1,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,40,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,406,1.5,1,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1222,4.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,70,7.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1494,4.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,739,3.0,3,10,1,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,802,3.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,835,2.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,2,No,No,0,129,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,129,2.5,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,260,3.0,3,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,349,3.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,774,2.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1359,3.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,209,3.0,2,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,648,6.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,1099,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,143,3.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,Yes,No,0,720,3.5,2,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,291,3.0,1,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1428,6.0,1,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,447,2.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,355,3.0,3,10,5,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,313,3.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1134,6.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,2,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,1,568,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,317,2.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,2,No,No,0,1082,3.33,3,10,10,2,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1027,5.5,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,Yes,No,0,1129,3.0,4,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,0,1410,4.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,751,7.0,3,10,13,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,332,4.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,169,5.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1514,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,33,2.5,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,985,2.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1556,1.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1196,1.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,701,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,101,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,177,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,114,3.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,346,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1204,5.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,136,7.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,102,1.0,0,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,99,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1039,3.0,3,10,6,5,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,872,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,300,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1567,1.0,3,31,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1677,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,559,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,439,4.0,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1008,5.0,3,10,16,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1059,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,606,2.0,0,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,4,10,3,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,823,3.67,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,177,2.0,0,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1198,5.25,1,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1559,4.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,89,2.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,113,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,221,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,242,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1475,3.0,3,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,222,2.0,1,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,1189,6.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,1552,2.0,0,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,337,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,324,4.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,30,6.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,1,333,4.0,3,10,10,5,0,Yes,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,885,4.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1714,4.0,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,22,5.0,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1123,2.5,3,10,5,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,749,2.0,3,10,15,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,1,No,No,0,32,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,2,No,No,0,67,3.57,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1201,2.0,1,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,45,3.5,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,97,3.0,0,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1139,2.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,734,1.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,945,6.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,155,5.0,1,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1453,1.33,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,87,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1621,3.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,1,1843,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1634,2.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,324,2.33,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,243,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1054,1.5,3,29,12,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,199,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1411,1.5,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,Yes,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,240,2.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,342,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,1,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,305,2.0,0,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1264,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,59,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,491,4.5,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1290,2.22,1,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,26,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,779,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,16,5.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,Yes,No,0,210,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,979,3.25,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,2,No,No,0,196,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,Yes,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,47,2.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,985,1.83,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1362,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1492,2.0,3,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1545,3.0,3,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,818,3.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,1646,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,1352,1.33,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1715,1.67,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,7,2.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,Yes,No,1,1452,4.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,963,4.0,3,10,12,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,866,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1424,2.8,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,31,2.5,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,520,3.5,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,60,7.0,3,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,1286,1.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,6,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,340,2.5,1,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,341,2.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,866,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1524,2.67,3,10,7,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,121,5.0,1,29,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,874,3.6,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,Yes,No,0,1157,2.0,3,10,2,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,786,4.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,0,1367,3.0,1,10,17,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,360,2.0,3,10,13,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,116,3.0,3,10,12,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,261,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,302,2.0,1,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,369,4.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,969,2.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,87,3.0,3,10,16,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,66,2.5,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1858,2.2,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1042,2.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,402,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,686,3.0,3,10,14,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,Yes,No,0,144,1.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,548,3.5,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,Yes,No,0,435,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,1,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,109,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,1,No,No,0,187,2.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,0,186,6.0,2,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,1485,2.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,Yes,No,1,1296,2.25,3,10,11,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,1009,3.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,0,432,5.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,426,5.0,3,10,10,5,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1113,5.0,3,10,9,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,2,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1453,1.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,1723,1.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1859,2.0,3,10,8,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1252,3.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1144,2.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,0,No,No,1,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,112,5.0,3,10,5,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,1,No,No,1,980,3.0,3,10,17,3,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,899,1.67,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,590,5.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,0,324,4.0,3,10,10,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1436,3.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,1,No,No,1,1484,3.0,3,10,6,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,0,1223,2.0,3,10,0,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,2,No,No,1,1487,5.0,3,10,4,3,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,1,837,5.0,3,10,16,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1231,3.0,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1850,4.0,3,10,8,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1182,2.0,3,10,0,3,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,243,2.33,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,0,No,No,0,0,0.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,784,4.0,1,10,7,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,1190,2.5,3,10,7,3,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,90,1.33,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,44,5.0,3,10,7,4,0,No,No,No,No,No,No,No,No,No,No,No,1
1,5,No,No,1,1209,5.0,3,10,0,5,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,11,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,1507,1.56,1,10,1,5,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,1,857,2.0,3,10,4,5,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,0,328,2.5,3,10,1,4,0,No,No,No,No,No,No,No,No,No,No,No,1
0,5,No,No,0,339,4.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,5,No,No,1,538,5.0,3,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
0,5,No,No,0,1144,1.0,1,10,4,4,0,No,No,No,No,No,No,No,No,No,No,No,0
2,3,No,No,1,0,0.0,3,10,10,4,0,No,No,No,No,No,No,No,No,No,No,No,0
1,2,No,No,1,527,1.5,3,10,11,5,0,No,No,No,No,No,No,No,No,No,No,No,1
